 codigo_orgao_superior ;                           nome_orgao_superior                            ; codigo_orgao_solicitante ;                                   nome_orgao_solicitante                                   ;  numero_pcdp  ; localizador ; data_emissao ; data_embarque ; valor_tarifa_comercial ; percentual_desconto_aplicado ; valor_tarifa_governo ; valor_tarifa_embarque ; valor_bilhete ;           companhia_aerea            ; classe_tarifaria ;                                           regra_tarifaria                                            ; no_show ; remarcado ; cancelado ; valor_multas ; valor_reembolso ; diferenca_tarifa ; situacao_bilhete 
3; Fundação Instituto Brasileiro de Geografia e Estatística                 ;21520; Unidade Estadual do IBGE em Rondônia                                                       ; 014534/19-1C  ; KIHJSN      ; 05/07/2019   ; 10/08/2019    ;                 790.90 ;                         5.00 ;               751.35 ;                 31.08 ;        782.43 ; AZUL LINHAS AÉREAS BRASILEIRA        ; L,L              ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2027; Departamento de Saúde Animal                                                               ; 019813/19     ; GKHYUZ      ; 28/06/2019   ; 09/07/2019    ;                 919.90 ;                         0.00 ;               919.90 ;                 31.85 ;        951.75 ; GOL Linhas Aéreas Inteligentes       ; W                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2027; Departamento de Saúde Animal                                                               ; 019813/19     ; ZIHVPF      ; 28/06/2019   ; 11/07/2019    ;                 919.90 ;                         0.00 ;               919.90 ;                 29.49 ;        949.39 ; GOL Linhas Aéreas Inteligentes       ; W                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2028; Departamento de Inspeção de Produto de Origem Vegetal                                      ; 021168/19     ; MW87UQ      ; 12/07/2019   ; 30/07/2019    ;                 449.90 ;                         3.00 ;               436.40 ;                 29.49 ;        465.89 ; GOL Linhas Aéreas Inteligentes       ; U,U              ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 009388/19     ; UFBM4L      ; 24/04/2019   ; 01/06/2019    ;                 866.90 ;                         0.00 ;               866.90 ;                 29.49 ;        896.39 ; GOL Linhas Aéreas Inteligentes       ; P,P              ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 009694/19-1C  ; FEMC6Y      ; 17/04/2019   ; 26/05/2019    ;                1127.90 ;                         3.00 ;              1094.06 ;                 25.89 ;       1119.95 ; GOL Linhas Aéreas Inteligentes       ; E                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 009725/19-1C  ; DSHYXB      ; 22/04/2019   ; 26/05/2019    ;                 781.90 ;                         3.00 ;               758.44 ;                 25.89 ;        784.33 ; GOL Linhas Aéreas Inteligentes       ; E                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 010154/19     ; ALU32Q      ; 22/04/2019   ; 26/05/2019    ;                1184.90 ;                         0.00 ;              1184.90 ;                 32.95 ;       1217.85 ; GOL Linhas Aéreas Inteligentes       ; P                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 010154/19     ; UGWI3V      ; 22/04/2019   ; 01/06/2019    ;                1024.90 ;                         3.00 ;               994.15 ;                 29.49 ;       1023.64 ; GOL Linhas Aéreas Inteligentes       ; E                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 010985/19-1C  ; PKUBFJ      ; 25/04/2019   ; 25/05/2019    ;                 971.90 ;                         0.00 ;               971.90 ;                 29.49 ;       1001.39 ; GOL Linhas Aéreas Inteligentes       ; W                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 011190/19-1C  ; TS8HRE      ; 29/04/2019   ; 07/06/2019    ;                 909.00 ;                         0.00 ;               909.00 ;                 29.49 ;        938.49 ; Gol OU Latam - Parceria com Terceiro ; J                ;                                                                                                      ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 011324/19     ; YHEVYT      ; 26/04/2019   ; 10/05/2019    ;                1174.90 ;                         5.00 ;              1116.15 ;                 25.89 ;       1142.04 ; AZUL LINHAS AÉREAS BRASILEIRA        ; E                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 011350/19-1C  ; OY3K5V      ; 06/05/2019   ; 29/06/2019    ;                1054.90 ;                         5.00 ;              1002.15 ;                 29.49 ;       1031.64 ; AZUL LINHAS AÉREAS BRASILEIRA        ; L,L              ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 011357/19-1C  ; EGQURQ      ; 06/05/2019   ; 29/06/2019    ;                1054.90 ;                         5.00 ;              1002.15 ;                 29.49 ;       1031.64 ; AZUL LINHAS AÉREAS BRASILEIRA        ; L,L              ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 012720/19-2C  ; QLQQJS      ; 07/05/2019   ; 23/06/2019    ;                 712.90 ;                        21.00 ;               563.19 ;                 30.15 ;        593.34 ; LATAM AIRLINES BRASIL                ; L                ; https://www.latam.com/pt_br/planeje-e-compre/conheca-os-perfis-de-tarifas/tarifas-em-voos-nacionais/ ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 012750/19-1C  ; SGPEHI      ; 07/05/2019   ; 08/06/2019    ;                 440.90 ;                         3.00 ;               427.67 ;                 29.49 ;        457.16 ; GOL Linhas Aéreas Inteligentes       ; U                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 013264/19     ; BGZZ7F      ; 09/05/2019   ; 15/06/2019    ;                 564.90 ;                         3.00 ;               547.95 ;                 29.49 ;        577.44 ; GOL Linhas Aéreas Inteligentes       ; E                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 013264/19     ; RF8N7L      ; 09/05/2019   ; 09/06/2019    ;                 564.90 ;                         3.00 ;               547.95 ;                 31.08 ;        579.03 ; GOL Linhas Aéreas Inteligentes       ; E                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 014265/19-1C  ; WNGY6Q      ; 17/05/2019   ; 12/07/2019    ;                 609.00 ;                         0.00 ;               609.00 ;                 29.49 ;        638.49 ; Gol OU Latam - Parceria com Terceiro ; E                ;                                                                                                      ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 014549/19-1C  ; KGY7FI      ; 20/05/2019   ; 02/06/2019    ;                1310.90 ;                         0.00 ;              1310.90 ;                 25.89 ;       1336.79 ; GOL Linhas Aéreas Inteligentes       ; P                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 014905/19-1C  ; ML6FRJ      ; 22/05/2019   ; 15/06/2019    ;                 749.00 ;                         0.00 ;               749.00 ;                 29.49 ;        778.49 ; Gol OU Latam - Parceria com Terceiro ; J                ;                                                                                                      ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 014905/19-1C  ; VGVDJI      ; 22/05/2019   ; 09/06/2019    ;                 989.00 ;                         0.00 ;               989.00 ;                 25.89 ;       1014.89 ; Gol OU Latam - Parceria com Terceiro ; Y                ;                                                                                                      ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 014922/19-1C  ; IJWIKM      ; 22/05/2019   ; 09/06/2019    ;                 989.00 ;                         0.00 ;               989.00 ;                 25.89 ;       1014.89 ; Gol OU Latam - Parceria com Terceiro ; Y                ;                                                                                                      ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 014922/19-1C  ; ZFFWYB      ; 22/05/2019   ; 15/06/2019    ;                 749.00 ;                         0.00 ;               749.00 ;                 29.49 ;        778.49 ; Gol OU Latam - Parceria com Terceiro ; J                ;                                                                                                      ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 015245/19-1C  ; JTGWQE      ; 24/05/2019   ; 23/06/2019    ;                1542.90 ;                         3.00 ;              1496.61 ;                 31.08 ;       1527.69 ; LATAM AIRLINES BRASIL                ; H,H              ; https://www.latam.com/pt_br/planeje-e-compre/conheca-os-perfis-de-tarifas/tarifas-em-voos-nacionais/ ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 017593/19-1C  ; YWJNTQ      ; 10/06/2019   ; 13/07/2019    ;                 769.00 ;                         0.00 ;               769.00 ;                 29.49 ;        798.49 ; Gol OU Latam - Parceria com Terceiro ; J                ;                                                                                                      ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 020711/19-1C  ; BNC5WQ      ; 10/07/2019   ; 22/07/2019    ;                 619.90 ;                         0.00 ;               619.90 ;                 32.95 ;        652.85 ; GOL Linhas Aéreas Inteligentes       ; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 020711/19-1C  ; QI9RWF      ; 10/07/2019   ; 26/07/2019    ;                 619.90 ;                         0.00 ;               619.90 ;                 21.45 ;        641.35 ; GOL Linhas Aéreas Inteligentes       ; Y                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 020953/19     ; GHHVSQ      ; 12/07/2019   ; 24/08/2019    ;                1464.90 ;                         5.00 ;              1391.65 ;                 25.89 ;       1417.54 ; AZUL LINHAS AÉREAS BRASILEIRA        ; Y,Y              ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2029; Departamento de Inspeção de Produtos de Origem Animal                                      ; 020953/19     ; SQL52H      ; 12/07/2019   ; 19/08/2019    ;                 965.90 ;                         3.00 ;               936.92 ;                 31.08 ;        968.00 ; GOL Linhas Aéreas Inteligentes       ; A,A              ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2793; Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Mato Grosso ; 002187/17     ; 3YI25U      ; 13/02/2017   ; 14/02/2017    ;                 969.90 ;                         3.00 ;               940.80 ;                 27.68 ;        968.48 ; LATAM AIRLINES BRASIL                ; H                ; https://www.latam.com/pt_br/planeje-e-compre/conheca-os-perfis-de-tarifas/tarifas-em-voos-nacionais/ ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2793; Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Mato Grosso ; 002187/17     ; U9LJ9C      ; 13/02/2017   ; 15/02/2017    ;                 789.90 ;                         3.00 ;               766.20 ;                 27.79 ;        793.99 ; AZUL LINHAS AÉREAS BRASILEIRA        ; G                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;          793.99 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2793; Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Mato Grosso ; 010872/17     ; EH26GH      ; 17/05/2017   ; 01/06/2017    ;                 339.90 ;                         3.00 ;               329.70 ;                 29.90 ;        359.60 ; AZUL LINHAS AÉREAS BRASILEIRA        ; O                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;           29.90 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2793; Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Mato Grosso ; 010872/17     ; Y8C3TY      ; 17/05/2017   ; 29/05/2017    ;                 239.90 ;                         3.00 ;               232.70 ;                 19.46 ;        252.16 ; AZUL LINHAS AÉREAS BRASILEIRA        ; Q                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2793; Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Mato Grosso ; 014884/17-1C  ; LDV9CU      ; 14/06/2017   ; 23/06/2017    ;                 419.00 ;                         3.00 ;               406.43 ;                 27.79 ;        434.22 ; AVIANCA S.A.                         ; K                ; https://www.avianca.com.br/regras-de-tarifas                                                         ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2793; Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Mato Grosso ; 017853/17     ; RF16UD      ; 12/07/2017   ; 28/07/2017    ;                 243.90 ;                         3.00 ;               236.58 ;                 29.90 ;        266.48 ; AZUL LINHAS AÉREAS BRASILEIRA        ; Q                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;           29.90 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2793; Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Mato Grosso ; 017853/17     ; YCCTSM      ; 12/07/2017   ; 24/07/2017    ;                 265.90 ;                         3.00 ;               257.92 ;                 19.46 ;        277.38 ; AZUL LINHAS AÉREAS BRASILEIRA        ; Q                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;           19.46 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2793; Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Mato Grosso ; 020734/17     ; OYYIJ6      ; 04/08/2017   ; 17/08/2017    ;                 845.00 ;                         3.00 ;               819.65 ;                 27.79 ;        847.44 ; AVIANCA S.A.                         ; Q                ; https://www.avianca.com.br/regras-de-tarifas                                                         ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2793; Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Mato Grosso ; 020734/17     ; S7Y4JL      ; 04/08/2017   ; 15/08/2017    ;                 324.90 ;                         3.00 ;               315.15 ;                 29.90 ;        345.05 ; AZUL LINHAS AÉREAS BRASILEIRA        ; O                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2793; Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Mato Grosso ; 022131/19-1C  ; UMIRFR      ; 23/07/2019   ; 09/08/2019    ;                 778.90 ;                         3.00 ;               755.53 ;                 29.30 ;        784.83 ; AZUL LINHAS AÉREAS BRASILEIRA        ; N                ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;2813; Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado de Rondônia    ; 022096/19     ; WL81SM      ; 23/07/2019   ; 11/08/2019    ;                 731.90 ;                         3.00 ;               709.94 ;                 25.89 ;        735.83 ; GOL Linhas Aéreas Inteligentes       ; A,A,A            ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;3635; Coordenação-Geral do Sistema de Vigilância Agropecuária                                    ; 021456/19-1C  ; SJZ86P      ; 16/07/2019   ; 10/08/2019    ;                 778.90 ;                         3.00 ;               755.53 ;                 32.95 ;        788.48 ; GOL Linhas Aéreas Inteligentes       ; E,E,E            ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;80969; Departamento de Sanidade Vegetal                                                           ; 012071/19-1C  ; NNI6YD      ; 02/05/2019   ; 13/05/2019    ;                1306.90 ;                         0.00 ;              1306.90 ;                 29.49 ;       1336.39 ; GOL Linhas Aéreas Inteligentes       ; W,W              ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;80969; Departamento de Sanidade Vegetal                                                           ; 012099/19-1C  ; WEQZQB      ; 02/05/2019   ; 13/05/2019    ;                1306.90 ;                         0.00 ;              1306.90 ;                 29.49 ;       1336.39 ; GOL Linhas Aéreas Inteligentes       ; W,W              ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;80970; Departamento de Fiscalização de Insumos Agrícolas                                          ; 020967/19-1C  ; FRKQWO      ; 11/07/2019   ; 05/08/2019    ;                 676.90 ;                         3.00 ;               656.59 ;                 31.08 ;        687.67 ; LATAM AIRLINES BRASIL                ; V,V              ; https://www.latam.com/pt_br/planeje-e-compre/conheca-os-perfis-de-tarifas/tarifas-em-voos-nacionais/ ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;80970; Departamento de Fiscalização de Insumos Agrícolas                                          ; 020967/19-1C  ; XDJCBL      ; 11/07/2019   ; 09/08/2019    ;                 554.90 ;                         3.00 ;               538.25 ;                 29.49 ;        567.74 ; LATAM AIRLINES BRASIL                ; X,X              ; https://www.latam.com/pt_br/planeje-e-compre/conheca-os-perfis-de-tarifas/tarifas-em-voos-nacionais/ ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;81743; Coordenação-Geral de Inspeção                                                              ; 010531/19-1C  ; RHUNPF      ; 22/04/2019   ; 11/05/2019    ;                 659.00 ;                         0.00 ;               659.00 ;                 25.89 ;        684.89 ; Gol OU Latam - Parceria com Terceiro ; J                ;                                                                                                      ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;81744; Coordenação-Geral de Programas Especiais                                                   ; 022211/19     ; QYJJWF      ; 23/07/2019   ; 22/08/2019    ;                 469.90 ;                         3.00 ;               455.80 ;                 32.95 ;        488.75 ; LATAM AIRLINES BRASIL                ; N                ; https://www.latam.com/pt_br/planeje-e-compre/conheca-os-perfis-de-tarifas/tarifas-em-voos-nacionais/ ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;81744; Coordenação-Geral de Programas Especiais                                                   ; 022211/19     ; ZMFKTJ      ; 23/07/2019   ; 21/08/2019    ;                 390.90 ;                         3.00 ;               379.17 ;                 29.49 ;        408.66 ; LATAM AIRLINES BRASIL                ; Q                ; https://www.latam.com/pt_br/planeje-e-compre/conheca-os-perfis-de-tarifas/tarifas-em-voos-nacionais/ ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
14; Ministério da Agricultura, Pecuária e Abastecimento                      ;81768; Coordenação-Geral de Laboratórios Agropecuários                                            ; 012589/19-1C  ; FICMTC      ; 06/05/2019   ; 31/05/2019    ;                 931.90 ;                         3.00 ;               903.94 ;                 32.95 ;        936.89 ; GOL Linhas Aéreas Inteligentes       ; A                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
46; Advocacia-Geral da União                                                 ;3620; Consultoria-Geral da União                                                                 ; 004813/19-1C  ; MSPBVR      ; 18/07/2019   ; 06/09/2019    ;                 559.90 ;                         3.00 ;               543.10 ;                 29.49 ;        572.59 ; GOL Linhas Aéreas Inteligentes       ; A                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Sim     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
46; Advocacia-Geral da União                                                 ;3620; Consultoria-Geral da União                                                                 ; 004826/19-1C  ; AIVOMS      ; 19/07/2019   ; 01/09/2019    ;                 385.00 ;                         3.00 ;               373.45 ;                 31.08 ;        404.53 ; LATAM AIRLINES BRASIL                ; O                ; https://www.latam.com/pt_br/planeje-e-compre/conheca-os-perfis-de-tarifas/tarifas-em-voos-nacionais/ ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
46; Advocacia-Geral da União                                                 ;3620; Consultoria-Geral da União                                                                 ; 004826/19-1C  ; YJFSYS      ; 19/07/2019   ; 06/09/2019    ;                 718.90 ;                         3.00 ;               697.33 ;                 29.49 ;        726.82 ; GOL Linhas Aéreas Inteligentes       ; E                ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Não     ; Não       ; Sim       ;       697.33 ;          208.42 ;             0.00 ; Cancelado
46; Advocacia-Geral da União                                                 ;3621; Corregedoria-Geral da Advocacia da União                                                   ; 004108/19     ; OIJ5KN      ; 13/06/2019   ; 02/09/2019    ;                1524.80 ;                         5.00 ;              1448.55 ;                 37.97 ;       1486.52 ; AZUL LINHAS AÉREAS BRASILEIRA        ; G,G/K,K          ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;           37.97 ;             0.00 ; Cancelado
46; Advocacia-Geral da União                                                 ;3621; Corregedoria-Geral da Advocacia da União                                                   ; 004857/19     ; HJ8J6M      ; 19/07/2019   ; 04/09/2019    ;                 419.90 ;                         3.00 ;               407.30 ;                 29.49 ;        436.79 ; GOL Linhas Aéreas Inteligentes       ; U,U              ; https://www.voegol.com.br/pt/informacoes/tarifas                                                     ; Sim     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
46; Advocacia-Geral da União                                                 ;50934; Escola da Advocacia-Geral da União                                                         ; 004707/19-1C  ; SIG6HA      ; 11/07/2019   ; 31/08/2019    ;                 360.90 ;                         5.00 ;               342.85 ;                 32.95 ;        375.80 ; AZUL LINHAS AÉREAS BRASILEIRA        ; Q,Q              ; https://www.voeazul.com.br/para-sua-viagem/informacoes-para-viajar/remarcacao--cancelamento          ; Não     ; Não       ; Sim       ;         0.00 ;            0.00 ;             0.00 ; Cancelado
